Naziv,Zupanija,Naselje,Ulica,Postanski broj,Vrsta
"POLIKLINIKA ZA DERMATOVENEROLOGIJU I OTORINOLARINGOLOGIJU ""KUNA""",GRAD ZAGREB,ZAGREB,DANKOVECKA ULICA 6,10000,Poliklinika
POLIKLINIKA ZA DIJALIZU FRESENIUS MEDICAL CARE,GRAD ZAGREB,ZAGREB,SAVSKA OPATOVINA 36,10000,Poliklinika
"POLIKLINIKA ZA DJECJE BOLESTI ""DR. SABOL""",GRAD ZAGREB,ZAGREB,CVJETNO NASELJE IV. 21,10000,Poliklinika
"POLIKLINIKA ZA DJECJE BOLESTI ""HELENA""",GRAD ZAGREB,ZAGREB,ULICA KNEZA BRANIMIRA 71,10000,Poliklinika
POLIKLINIKA ZA DJECJE BOLESTI S MEDICINSKO-BIOKEMIJSKIM LABORATORIJEM BADEM,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,BARAKOVICEVA 5,21000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MED. I REHABILITACIJU, INTERNU MEDICINU, ORTOPEDIJU, OPCU KIRURGIJU I FIZIKALNU TERAPIJU ""SVETA NEDELJA""",ZAGREBACKA ZUPANIJA,SVETA NEDELJA,DR.FRANJE TUDMANA 14,10431,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU ""DR. BLAZENKA NEKIC""",GRAD ZAGREB,ZAGREB,DALMATINSKA ULICA 3,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU ""PROF.DR.SC.MILENA STOJCEVIC POLOVINA""",GRAD ZAGREB,ZAGREB,ULICA IVANA KOSIRNIKA 14,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU ""VELIKA GORICA""",ZAGREBACKA ZUPANIJA,VELIKA GORICA,ULICA MATICE HRVATSKE 5,10410,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU I FIZIKALNU TERAPIJU ""SREMAC-BOHACEK""",GRAD ZAGREB,ZAGREB,ULICA EDE MURTICA 2,10000,Poliklinika
POLiKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU I FIZIKALNU TERAPIJU OAZA,ZAGREBACKA ZUPANIJA,BLAZEVDOL,BLAZEVDOLSKA ULICA 37,10380,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU I INTERNU MEDICINU ""STAMBUK""",GRAD ZAGREB,ZAGREB,ULICA KRSTE PAVLETICA 6,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU I NEUROLOGIJU ""COSMOGAMMA JEDAN""",GRAD ZAGREB,ZAGREB,JAKUSEVECKA ULICA 4 B,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU I NEUROLOGIJU ""GORICA""",ZAGREBACKA ZUPANIJA,VELIKA GORICA,ULICA KNEZA DOMAGOJA 14,10410,Poliklinika
POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU I PSIHIJATRIJU TABAIN,SPLITSKO-DALMATINSKA ZUPANIJA,OMIS,CETVRT RIBNJAK BB,21310,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU TE FIZIKALNU TERAPIJU ""DR. ZUGAJ""",GRAD ZAGREB,ZAGREB,ULICA JURJA KRIZANICA 13,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU TE FIZIKALNU TERAPIJU ""LEKIC""",GRAD ZAGREB,ZAGREB,ULICA CRVENOG KRIZA 33,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU TE FIZIKALNU TERAPIJU I NEUROLOGIJU ""BATURINA""",VIROVITICKO-PODRAVSKA ZUPANIJA,VIROVITICA,ULICA STANKA VRAZA 36,33000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU, FIZIKALNU TERAPIJU, NEUROLOGIJU, ORTOPEDIJU I KIRURGIJU ""KORAK""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,PAPANDOPULOVA 8 B,21000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU, ORTOPEDIJU I NEUROLOGIJU ""PEHAREC""",ISTARSKA ZUPANIJA,PULA,RIZZIJEVA ULICA - VIA LODOVICO RIZZI 101,52100,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU I REHABILITACIJU, SA FIZIKALNOM TERAPIJOM I OROPEDIJU I TRAUMATOLOGIJU MEDICAL BODY BALANCE",GRAD ZAGREB,ZAGREB,ULICA FRANA KESTERCANEKA 2 B,10000,Poliklinika
"POLIKLINIKA ZA FIZIKALNU MEDICINU, REHABILITACIJU I FIZIKALNU TERAPIJU NOVOSELEC",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,ULICA IVE TIJARDOVICA 4,31000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I NEUROLOGIJU ""PUNEK""",KRAPINSKO-ZAGORSKA ZUPANIJA,OROSLAVJE,ULICA MILANA PRPICA 65 A,49240,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPCU KIRURGIJU ""GEMINI""",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,DERENCINOVA 7,51000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTERICIJU ""VIGNJEVIC""",GRAD ZAGREB,ZAGREB,ULICA JANKA GRAHORA 11 / 2,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU ""GYNAEARS""",GRAD ZAGREB,ZAGREB,ULICA NIKOLE TOMASICA 11,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU ""LEPUSIC""",GRAD ZAGREB,ZAGREB,ULICA SLAVOLJUBA BULVANA 14,10000,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU GINECEJ,GRAD ZAGREB,ZAGREB,STROJARSKA CESTA 28,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU I DERMATOLOGIJU I VENEROLOGIJU ""GINODERMA""",GRAD ZAGREB,ZAGREB,VLASKA ULICA 91,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU I INTERNU MEDICINU ""DR.MERZEL""",SISACKO-MOSLAVACKA ZUPANIJA,POPOVACA,ZAGREBACKA 62,44317,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU MAJNARIC,GRAD ZAGREB,ZAGREB,KRAJISKA ULICA 15,10000,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU SPARAC,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,SPINCICEVA 2 C / 1,21000,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU TE PSIHIJATRIJU NANNU,VARAZDINSKA ZUPANIJA,VARAZDIN,OPTUJSKA ULICA 43,42000,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU UROLOGIJU I INTERNU MEDICINU DR. SMOLJO,GRAD ZAGREB,ZAGREB,ULICA IVANE BRLIC - MAZURANIC 2 A,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, DERMATOLOGIJU I VENEROLOGIJU, UROLOGIJU I KLINICKU RADIOLOGIJU - UZV DIJAGNOSTIKU I OPCU INTERNU MEDICINU ATRIA",ZAGREBACKA ZUPANIJA,DUGO SELO,ULICA MIROSLAVA KRLEZE 11,10370,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, DERMATOLOGIJU I VENEROLOGIJU, UROLOGIJU, OPCU INTERNU MEDICINU I KLINICKU RADIOLOGIJU - UZV DIJAGNOSTIKA MAZALIN",GRAD ZAGREB,ZAGREB,ULICA ALBERTA OGNJANA STRIGE 21,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, INTERNU MEDICINU I NEUROLOGIJU, TE STOMATOLOSKU PROTETIKU ""MIKULANDRA""",SIBENSKO-KNINSKA ZUPANIJA,SIBENIK,MATIJE GUPCA 10,22000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, INTERNU MEDICINU, DERMATOVENEROLOGIJU I UROLOGIJU HILARUS",GRAD ZAGREB,ZAGREB,LISINSKOGA ULICA 2,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, INTERNU MEDICINU, UROLOGIJU I RADIOLOGIJU-MAMOGRAFIJU ""SVECNJAK""",GRAD ZAGREB,ZAGREB,KRUZNA ULICA 49,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, OFTALMOLOGIJU, RADIOLOGIJU I INTERNU MEDICINU SA HEM.LABORATORIJEM ""KATUNAR""",PRIMORSKO-GORANSKA ZUPANIJA,CRIKVENICA,DR. IVANA KOSTRENCICA 10,51260,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, RADIOLOGIJU - MAMOGRAFIJU ""LETICA""",SPLITSKO-DALMATINSKA ZUPANIJA,MAKARSKA,ANTE STARCEVICA 19,21300,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I OPSTETRICIJU, RADIOLOGIJU, ONKOLOGIJU, OPCU KIRURGIJU, UROLOGIJU, CITOLOGIJU, ANESTEZIOLOGIJU, REANIMATOLOGIJU I INTEZIVNO LIJECENJE I PLASTICNU, REKONSTRUKCIJSKU I ESTETSKU KIRURGIJU CITO",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,MOLISKIH HRVATA 4,21000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I PORODILJSTVO ""DR.MARTON""",GRAD ZAGREB,ZAGREB,ULICA ANDRIJE HEBRANGA 20 / 2,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I PORODNISTVO I ONKOLOGIJU ""DR.LAUSIN""",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,ULICA KARDINALA ALOJZIJA STEPINCA 57,31000,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I PORODNISTVO I RADIOLOGIJU - MAMOGRAFIJU CRVELIN,ZADARSKA ZUPANIJA,ZADAR,ULICA DR. FRANJE TUDMANA 46 B,23000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I PORODNISTVO I UROLOGIJU ""ZAHI""",GRAD ZAGREB,ZAGREB,MRAZOVICEVA ULICA 6,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I PORODNISTVO, OPCU KIRURGIJU, RADIOLOGIJU - MAMOGRAFIJU I ONKOLOGIJU ""ELJUGA""",GRAD ZAGREB,ZAGREB,BUKOVACKA CESTA 121,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I PORODNISTVO, RADIOLOGIJU, INTERNU MED. UROLOGIJU I OPCU KIRURGIJU I DERMATOLOG.I VENEROLOGIJU I NEUROLOGIJU ""SKVORC""",ZAGREBACKA ZUPANIJA,SAMOBOR,MALINSKA ULICA 1,10430,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I PORODNISTVO, RADIOLOSKU DJELATNOST MAMOGRAFIJE I ULTRAZVUCNE DIJAGNOSTIKE ""LOZO""",ZADARSKA ZUPANIJA,ZADAR,ULICA MIROSLAVA KRLEZE 5,23000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I REPRODUKCIJSKU MEDICINU, FIZIKALNU MEDICINU I REHABILITACIJU TE REUMATOLOGIJU REPROMED",GRAD ZAGREB,ZAGREB,GRADISCANSKA ULICA 36,10000,Poliklinika
POLIKLINIKA ZA GINEKOLOGIJU I REPRODUKTIVNU MEDICINU ALEA FERTILITY,GRAD ZAGREB,ZAGREB,VOCARSKA CESTA 14,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU I UROLOGIJU ""BAGOVIC""",GRAD ZAGREB,ZAGREB,MIRNA ULICA 16,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU, INTERNU MEDICINU I DERMATOLOGIJU I VENEROLOGIJU ""POLANCEC""",KRAPINSKO-ZAGORSKA ZUPANIJA,DONJA STUBICA,TOPLICKA CESTA BB,49240,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU, INTERNU MEDICINU I RADIOLOGIJU - MAMOGRAFIJU ""PINTARIC""",GRAD ZAGREB,ZAGREB,STENJEVECKA ULICA 33,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU, OPSTETRICIJU, PEDIJATRIJU I KLINICKU RADIOLOGIJU-ULTRAZVUCNU DIJAGNOSTIKU GINEKO CENTAR",GRAD ZAGREB,ZAGREB,ULICA GJURE SZABA 1 A,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU, PORODNISTVO I REPRODUKCIJSKU MEDICINU ""IVF""",GRAD ZAGREB,ZAGREB,ULICA ANTUNA NEMCICA 7,10000,Poliklinika
"POLIKLINIKA ZA GINEKOLOGIJU,OPCU KIRURGIJU,RADIOLOGIJU-MAMOGRAFIJU, NEUROLOGIJU I MEDICINU RADA ""CAKTAS""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,ISTARSKA 3,21000,Poliklinika
POLIKLINIKA ZA HEMODIJALIZU,ISTARSKA ZUPANIJA,ROVINJ,NASELJE MONFIORENZO - INSEDIAMENTO MONFIORENZO 8,52210,Poliklinika
POLIKLINIKA ZA HEMODIJALIZU - INTERNATIONAL DIALYSIS CENTERS,GRAD ZAGREB,ZAGREB,SAVSKA OPATOVINA 36,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MED.,GINEKOLOGIJU, DERMATOLOGIJU I VENEROLOGIJU, OFTALMOLOGIJU, MED.RADA I SPORTA I NEUROLOGIJU CAR",GRAD ZAGREB,ZAGREB,ULICA SAVEZNE REPUBLIKE NJEMACKE 4,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU ""DOKTOR ANTUN ZORAN SAVIC""",ZADARSKA ZUPANIJA,ZADAR,POLACISCE 2,23000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU ""SV. LUKA""",GRAD ZAGREB,ZAGREB,KAPTOL 24,10000,Poliklinika
POLIKLINIKA ZA INTERNU MEDICINU I DIJALIZU B.BRAUN AVITUM,GRAD ZAGREB,ZAGREB,ULICA ALEKSANDRA HONDLA 2 / 11,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I GINEKOLOGIJU ""DR. NEDIC""",VIROVITICKO-PODRAVSKA ZUPANIJA,SLATINA,BANA JELACICA 39,33520,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I GINEKOLOGIJU ""DR.BRAJCIC""",DUBROVACKO-NERETVANSKA ZUPANIJA,DUBROVNIK,PADRE PERICE 6,20000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I GINEKOLOGIJU ""DR.KOSI""",GRAD ZAGREB,ZAGREB,ULICA ADAMA MANDROVICA 3,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I GINEKOLOGIJU ""PERIC SPALATO""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,KRLEZINA 26,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I GINEKOLOGIJU ""TOMI""",ZAGREBACKA ZUPANIJA,VELIKA GORICA,ULICA MATICE HRVATSKE 40,10410,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I ORTOPEDIJU ""PRIM.DR.SC.IVAN KARNER"", OSIJEK",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,ULICA STJEPANA RADICA 42 / 1,31000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU I PEDIJATRIJU ""DR. RAKIC""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,ROOSEWELTOVA 54,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, FIZIKALNU MED. I REHABILITACIJU, MEDICINU RADA I SPORTA ""GRGUREV""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,SUSTIPANSKI PUT 23,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, GINEKOLOG.,ORTOPEDIJA,OFTALMOLOG., NEUROLOGIJA, PSIHIJATRIJA, RADIOLOGIJA-MAMOGRAFIJA ""DR.OBAD""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,POLJICKA CESTA 5,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, GINEKOLOGIJU I OPSTETRICIJU I OFTALMOLOGIJU ""VITA NOVA""",ISTARSKA ZUPANIJA,KRNICA,KRNICA BB,52208,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, GINEKOLOGIJU I OPSTETRICIJU I PSIHIJATRIJU ""J & J MEDICI""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,MOLISKIH HRVATA 4,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, GINEKOLOGIJU I OPSTETRICIJU, DERMATOLOGIJU I VENEROLOGIJU, OFTALMOLOGIJU...""DR.ERCEGOVIC""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,LICKA 2,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, GINEKOLOGIJU, NEUROLOGIJU, UROLOGIJU I KLINICKU RADIOLOGIJU - UZV DIJAGNOSTIKU PROF. DR. SC. NIKSA DRINKOVIC",GRAD ZAGREB,ZAGREB,BOSKOVICEVA ULICA 15,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, GINEKOLOGIJU, RADIOLOGIJU, FIZIKALNU MEDICINU I REHABILITACIJU ""K-CENTAR""",GRAD ZAGREB,ZAGREB,VRBIK 8,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, NEUROLOGIJU I OFTALMOLOGIJU ""SVIJETLO""",ZADARSKA ZUPANIJA,ZADAR,ULICA DR. FRANJE TUDMANA 36,23000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, NEUROLOGIJU, GINEKOLOGIJU I UROLOGIJU ""DR. BATES""",GRAD ZAGREB,ZAGREB,SVETICE 15,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, NEUROLOGIJU, ORTOPEDIJU, DERMATOLOGIJU I VENEROLOGIJU, FIZIKALNU MEDICINU I REHABILITACIJU TE MEDICINU RADA I SPORTA ""JADRAN""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,CIRIL-METODOVA 38,21000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, NEUROLOGIJU, PSIHIJATRIJU, KIRURGIJU, GINEKOLOGIJU, UROLOGIJU I FIZIKALNU MED.I REH., DERMATOLOGIJU I VENEROLOGIJU ""ESKULAP""",GRAD ZAGREB,ZAGREB,HAVIDICEVA ULICA 11,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, NEUROLOGIJU, RADIOLOGIJU-MAMOGRAFIJU I GINEKOLOGIJU I OPSTETRICIJU ""TONKOVIC""",VIROVITICKO-PODRAVSKA ZUPANIJA,VIROVITICA,TRG KRALJA TOMISLAVA 8,33000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, NEUROLOGIJU,TE FIZIKALNU MEDICINU I REHABILITACIJU ""DR.GORDANA STAJMINGER""",GRAD ZAGREB,ZAGREB,OPATICKA ULICA 8,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, OFTALMOLOGIJU I MEDICINU RADA I SPORTA PRO VITA",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,TRPIMIROVA 2,51000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, OFTALMOLOGIJU, OTORINOLARINGOLOGIJU, DERMATOVENEROLOGIJU, OPCU KIRURGIJU, UROLOGIJU, NEUROLOGIJU I RADIOLOGIJU ZA UZV DIJAGNOSTIKU ""SANUS""",ZADARSKA ZUPANIJA,ZADAR,PUT BOKANJCA 93 A,23000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, OFTALMOLOGIJU,NEUROLOGIJU, GINEKOLOGIJU,UROLOGIJU I OPCU KIRURGIJU ""INTERMEDIKA""",GRAD ZAGREB,ZAGREB,MEDVESCAK 26,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, OPCU KIRURGIJU, GINEKOLOGIJU, HEMODIJALIZU-INT.MED.,PEDIJATRIJU I HUMANU GENETIKU ""SVETI DUH II""",GRAD ZAGREB,ZAGREB,DUNJEVAC 15,10000,Poliklinika
"POLIKLINIKA ZA INTERNU MEDICINU, ORTOPEDIJU, GINEKOLOGIJU I OPSTETRICIJU,..., OPCU KIRURGIJU I NEUROLOGIJU ""MATULIC""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,OSJECKA 24 A,21000,Poliklinika
POLIKLINIKA ZA KARDIOLOGIJU ATLANT,DUBROVACKO-NERETVANSKA ZUPANIJA,DUBROVNIK,DR. ANTE STARCEVICA 24,20000,Poliklinika
"POLIKLINIKA ZA KARDIOLOGIJU I INTERNU MEDICINU - AKADEMSKA KARDIOLOSKA GRUPA ""MEDICARD""",GRAD ZAGREB,ZAGREB,ULICA JOSIPA KOZARCA 14,10000,Poliklinika
"POLIKLINIKA ZA KARDIOVASKULARNE BOLESTI I PREVENCIJU ""SV. NIKOLA""",DUBROVACKO-NERETVANSKA ZUPANIJA,KORCULA,STRECICA BB,20260,Poliklinika
"POLIKLINIKA ZA KIRURGIJU I FIZIKALNU MEDICINU I REHABILITACIJU I NEUROLOGIJU ""DOKO""",GRAD ZAGREB,ZAGREB,ULICA HRVATSKOG PROLJECA 38,10000,Poliklinika
"POLIKLINIKA ZA KIRURGIJU I OTORINOLARINGOLOGIJU ""HUMANITAS""",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,BRAJDA 2,51000,Poliklinika
"POLIKLINIKA ZA KIRURGIJU, INTERNU MEDICINU, GINEKOLOGIJU I PEDIJATRIJU ""MEDICUS 2000""",GRAD ZAGREB,SESVETE,SESVETSKA CESTA 27,10360,Poliklinika
"POLIKLINIKA ZA KLINICKU FARMAKOLOGIJU SA TOKSIKOLOGIJOM, INTERNU MEDI., NEUROLOGIJU, PSIHIJATRIJU, DERMATOLOGIJU I VENEROLOGIJU, GINEKOLOGIJU I OPSTETRICIJU, FIZIKALNU MEDICINU, ORTOPEDIJU SA MEDICINSKO-BIOKEMIJSKIM LABORATORIJEM ""BONIFARM""",GRAD ZAGREB,ZAGREB,ULICA ALEKSANDRA HONDLA 2 / 11,10000,Poliklinika
"POLIKLINIKA ZA MAKSILOFACIJALNU, OPCU I PLASTICNU KIRURGIJU, ANESTEZIOLOGIJU, REANIMACIJU I INTEZIVNO LJECENJE ""CENTAR ZA ESTETSKU KIRURGIJU DR.ZGALJARDIC""",PRIMORSKO-GORANSKA ZUPANIJA,OPATIJA,NOVA CESTA 46 B,51410,Poliklinika
"POLIKLINIKA ZA MED.MIKROBIOLOGIJU SA PARAZITOLOGIJOM, GINEKOLOGIJU, INTERNU MEDICINU, UROLOGIJU I MEDICINU RADA ""DR.ZORA PROFOZIC""",GRAD ZAGREB,ZAGREB,BOSUTSKA ULICA 19,10000,Poliklinika
"POLIKLINIKA ZA MEDICINSKU MIKROBIOLOGIJU S PARAZITOLOGIJOM ""DR.BRAZDA""",GRAD ZAGREB,ZAGREB,PETROVA ULICA 48 A,10000,Poliklinika
POLIKLINIKA ZA MEDICINU RADA I SPORTA I FIZIKALNU MEDICINU I REHABILITACIJU DIOMED LAREM,SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,ULICA SLOBODE 16 / 1,21000,Poliklinika
"POLIKLINIKA ZA NEUROLOGIJU I PSIHIJATRIJU ""KIS""",GRAD ZAGREB,ZAGREB,TKALCICEVA ULICA 77,10000,Poliklinika
"POLIKLINIKA ZA NEUROLOGIJU, INTERNU MEDICINU I OFTALMOLOGIJU ""GLAVIC""",DUBROVACKO-NERETVANSKA ZUPANIJA,DUBROVNIK,CIRA CARICA 3,20000,Poliklinika
"POLIKLINIKA ZA NEUROLOGIJU, PSIHIJATRIJU ""INTERNEURON""",PRIMORSKO-GORANSKA ZUPANIJA,RIJEKA,KRESIMIROVA 22,51000,Poliklinika
"POLIKLINIKA ZA NEUROLOGIJU, PSIHIJATRIJU, INTERNU MEDICINU, GINEKOLOGIJU, PEDIJATRIJU I DERMATOLOGIJU I VENEROLOGIJU ""A.B.R""",GRAD ZAGREB,ZAGREB,ULICA MARIJANA DERENCINA 26,10000,Poliklinika
"POLIKLINIKA ZA NEUROLOGIJU, PSIHIJATRIJU, MEDICINU RADA I SPORTA I INTERNU MEDICINU ""KOCIJAN HERCIGONJA""",GRAD ZAGREB,ZAGREB,LIPOVECKA ULICA 17,10000,Poliklinika
"POLIKLINIKA ZA OCNE BOLESTI ""PASSAGE""",ISTARSKA ZUPANIJA,POREC - PARENZO,ZELENA LAGUNA BB,52440,Poliklinika
"POLIKLINIKA ZA OCNE BOLESTI ""RAUS""",VARAZDINSKA ZUPANIJA,VARAZDIN,ULICA AUGUSTA SENOE 8,42000,Poliklinika
POLIKLINIKA ZA OCNE BOLESTI KATUSIC,DUBROVACKO-NERETVANSKA ZUPANIJA,DUBROVNIK,MILJENKA BRATOSA 28,20000,Poliklinika
"POLIKLINIKA ZA OCNE BOLESTI, UROLOGIJU, GINEKOLOGIJU I OPSTETRICIJU I INTERNU MEDICINU ""SVETI NIKOLA II""",VARAZDINSKA ZUPANIJA,VARAZDIN,ULICA IVANA KUKULJEVICA 6,42000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""ARALICA""",SISACKO-MOSLAVACKA ZUPANIJA,SISAK,TRG LJUDEVITA POSAVSKOG 2,44000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""DR. MEDIC I DR. JUKIC""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,ULICA VELIMIRA TERZICA 7,21000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""ERJAVEC""",ZAGREBACKA ZUPANIJA,IVANIC-GRAD,MOSLAVACKA ULICA 3,10310,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""GHETALDUS""",ISTARSKA ZUPANIJA,PULA,GIARDINI 15,52100,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""HRAST""",ISTARSKA ZUPANIJA,POREC - PARENZO,ULICA BOZE MILANOVICA 17,52440,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""KRALJEVIC""",GRAD ZAGREB,ZAGREB,GAJEVA ULICA 19,10000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""KRAPEC""",BJELOVARSKO-BILOGORSKA ZUPANIJA,BJELOVAR,IVANA MAZURANICA 2,43000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""MONOKL""",GRAD ZAGREB,ZAGREB,MAKSIMIRSKA CESTA 115,10000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""OCULUS""",OSJECKO-BARANJSKA ZUPANIJA,OSIJEK,ULICA HRVATSKE REPUBLIKE 33 / 1,31000,Poliklinika
"POLIKLINIKA ZA OFTALMOLOGIJU ""OFTALMA""",SPLITSKO-DALMATINSKA ZUPANIJA,SPLIT,CIRIL-METODOVA 9,21000,Poliklinika
